contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM250822P00180000,IBM,2025-08-22,180.0,put,0.0,0.01,0.0,0,0.64,112,0,2,2025-08-15,0.70267,-0.00134,0.00019,-0.00731,0.00146,-6e-05
IBM250822C00185000,IBM,2025-08-22,185.0,call,0.0,54.83,54.35,11,55.3,18,0,0,2025-08-15,0.01976,1.0,0.0,-0.02193,0.0,0.03545
IBM250822P00185000,IBM,2025-08-22,185.0,put,0.0,0.01,0.0,0,0.45,106,0,0,2025-08-15,0.64413,-0.00154,0.00023,-0.00761,0.00166,-7e-05
IBM250822C00190000,IBM,2025-08-22,190.0,call,0.0,50.12,49.35,10,50.9,61,0,0,2025-08-15,0.85876,0.97836,0.00182,-0.12727,0.01718,0.03537
IBM250822P00190000,IBM,2025-08-22,190.0,put,0.0,0.01,0.0,0,0.66,107,0,0,2025-08-15,0.5856,-0.00177,0.00029,-0.00781,0.00188,-8e-05
IBM250822C00195000,IBM,2025-08-22,195.0,call,0.0,44.98,44.45,12,45.5,12,0,0,2025-08-15,0.68315,0.98741,0.00144,-0.0755,0.01081,0.03677
IBM250822P00195000,IBM,2025-08-22,195.0,put,0.0,0.01,0.0,0,0.67,145,0,0,2025-08-15,0.52706,-0.00201,0.00036,-0.0079,0.00211,-9e-05
IBM250822C00200000,IBM,2025-08-22,200.0,call,37.85,39.9,39.5,11,40.3,13,0,30,2025-08-15,0.48804,0.9968,0.0006,-0.03484,0.00322,0.03817
IBM250822P00200000,IBM,2025-08-22,200.0,put,0.14,0.01,0.0,0,0.26,170,3,13,2025-08-15,0.46853,-0.00228,0.00046,-0.00785,0.00237,-0.00011
IBM250822C00205000,IBM,2025-08-22,205.0,call,53.75,35.0,34.5,11,35.5,13,0,0,2025-08-15,0.54657,0.98282,0.00234,-0.07892,0.01412,0.03847
IBM250822P00205000,IBM,2025-08-22,205.0,put,0.0,0.01,0.0,0,0.03,11,0,200,2025-08-15,0.40999,-0.00257,0.00058,-0.00765,0.00264,-0.00012
IBM250822C00207500,IBM,2025-08-22,207.5,call,0.0,32.4,31.95,11,32.85,22,0,0,2025-08-15,0.37097,0.99782,0.00056,-0.03055,0.00227,0.03966
IBM250822P00207500,IBM,2025-08-22,207.5,put,0.0,0.01,0.0,0,0.03,7,0,0,2025-08-15,0.37097,-0.00218,0.00056,-0.00596,0.00227,-0.0001
IBM250822C00210000,IBM,2025-08-22,210.0,call,24.89,29.9,29.45,14,30.35,13,0,3,2025-08-15,0.33194,0.99825,0.00051,-0.02926,0.00186,0.04016
IBM250822P00210000,IBM,2025-08-22,210.0,put,0.1,0.01,0.0,0,0.04,4,8,12,2025-08-15,0.35146,-0.00288,0.00076,-0.00727,0.00293,-0.00013
IBM250822C00212500,IBM,2025-08-22,212.5,call,0.0,27.4,26.95,11,27.85,15,0,0,2025-08-15,0.29292,0.9987,0.00044,-0.02812,0.00142,0.04066
IBM250822P00212500,IBM,2025-08-22,212.5,put,0.0,0.01,0.0,0,0.13,8,0,10,2025-08-15,0.33194,-0.00387,0.00104,-0.00895,0.00382,-0.00018
IBM250822C00215000,IBM,2025-08-22,215.0,call,0.0,24.95,24.55,10,25.35,12,0,0,2025-08-15,0.35146,0.98862,0.00256,-0.05001,0.0099,0.04067
IBM250822P00215000,IBM,2025-08-22,215.0,put,0.06,0.01,0.0,0,0.12,1,2,26,2025-08-15,0.29292,-0.00323,0.001,-0.00669,0.00324,-0.00015
IBM250822C00217500,IBM,2025-08-22,217.5,call,0.0,22.58,22.1,12,23.05,22,0,0,2025-08-15,0.39048,0.96721,0.00565,-0.09264,0.02431,0.04014
IBM250822P00217500,IBM,2025-08-22,217.5,put,0.0,0.01,0.0,0,0.15,53,0,1,2025-08-15,0.27341,-0.00453,0.00146,-0.00845,0.00439,-0.00021
IBM250822C00220000,IBM,2025-08-22,220.0,call,20.0,19.98,19.55,13,20.4,15,1,13,2025-08-15,0.31243,0.97856,0.00495,-0.0635,0.01705,0.04116
IBM250822P00220000,IBM,2025-08-22,220.0,put,0.11,0.01,0.0,0,0.27,221,33,1899,2025-08-15,0.23438,-0.00361,0.00139,-0.0059,0.00359,-0.00017
IBM250822C00222500,IBM,2025-08-22,222.5,call,0.0,17.5,17.1,7,17.9,10,0,0,2025-08-15,0.29292,0.96984,0.00703,-0.07298,0.02269,0.04123
IBM250822P00222500,IBM,2025-08-22,222.5,put,0.13,0.01,0.0,0,0.4,254,22,75,2025-08-15,0.21487,-0.00542,0.00218,-0.00776,0.00516,-0.00025
IBM250822C00225000,IBM,2025-08-22,225.0,call,15.4,15.07,14.65,14,15.5,24,10,6,2025-08-15,0.27341,0.95679,0.01011,-0.0849,0.03046,0.0411
IBM250822P00225000,IBM,2025-08-22,225.0,put,0.2,0.18,0.14,78,0.22,89,34,204,2025-08-15,0.27341,-0.04321,0.01011,-0.05823,0.03046,-0.00202
IBM250822C00227500,IBM,2025-08-22,227.5,call,13.16,12.35,11.85,37,12.85,17,9,47,2025-08-15,0.01976,1.0,0.0,-0.02697,0.0,0.04359
IBM250822P00227500,IBM,2025-08-22,227.5,put,0.28,0.26,0.24,60,0.28,18,36,1673,2025-08-15,0.2539,-0.0631,0.0147,-0.07277,0.04113,-0.00295
IBM250822C00230000,IBM,2025-08-22,230.0,call,10.6,10.2,9.9,81,10.5,64,26,75,2025-08-15,0.21487,0.92419,0.02001,-0.0978,0.04738,0.04054
IBM250822P00230000,IBM,2025-08-22,230.0,put,0.42,0.42,0.39,76,0.45,90,79,432,2025-08-15,0.2539,-0.11153,0.02253,-0.11111,0.06304,-0.00522
IBM250822C00232500,IBM,2025-08-22,232.5,call,8.28,8.12,8.0,25,8.25,74,13,105,2025-08-15,0.23438,0.83744,0.0316,-0.15949,0.08162,0.03695
IBM250822P00232500,IBM,2025-08-22,232.5,put,0.68,0.68,0.64,97,0.71,1,121,340,2025-08-15,0.23438,-0.16256,0.0316,-0.13194,0.08162,-0.0076
IBM250822C00235000,IBM,2025-08-22,235.0,call,6.0,6.08,5.95,48,6.2,122,330,468,2025-08-15,0.23438,0.7436,0.04139,-0.1994,0.10691,0.03301
IBM250822P00235000,IBM,2025-08-22,235.0,put,1.1,1.12,1.08,72,1.16,6,510,363,2025-08-15,0.23438,-0.2564,0.04139,-0.17154,0.10691,-0.01202
IBM250822C00237500,IBM,2025-08-22,237.5,call,4.3,4.33,4.2,22,4.45,146,156,549,2025-08-15,0.23438,0.62872,0.04858,-0.22744,0.12548,0.02805
IBM250822P00237500,IBM,2025-08-22,237.5,put,1.88,1.86,1.8,65,1.92,128,228,174,2025-08-15,0.21487,-0.36113,0.0525,-0.18034,0.12433,-0.01694
IBM250822C00240000,IBM,2025-08-22,240.0,call,2.9,2.86,2.77,67,2.95,155,1492,632,2025-08-15,0.21487,0.50142,0.05593,-0.21719,0.13244,0.02251
IBM250822P00240000,IBM,2025-08-22,240.0,put,2.93,2.97,2.84,58,3.1,177,223,809,2025-08-15,0.21487,-0.49858,0.05593,-0.18875,0.13244,-0.02348
IBM250822C00242500,IBM,2025-08-22,242.5,call,1.77,1.75,1.71,40,1.78,8,486,394,2025-08-15,0.21487,0.36516,0.0527,-0.20172,0.1248,0.01645
IBM250822P00242500,IBM,2025-08-22,242.5,put,4.12,4.38,4.25,69,4.5,28,434,65,2025-08-15,0.21487,-0.63484,0.0527,-0.17298,0.1248,-0.03002
IBM250822C00245000,IBM,2025-08-22,245.0,call,1.05,1.04,1.0,2,1.08,9,1235,644,2025-08-15,0.21487,0.24529,0.0441,-0.16713,0.10443,0.01108
IBM250822P00245000,IBM,2025-08-22,245.0,put,6.15,6.4,6.0,63,6.8,148,109,376,2025-08-15,0.23438,-0.73546,0.04206,-0.16022,0.10864,-0.03502
IBM250822C00247500,IBM,2025-08-22,247.5,call,0.44,0.54,0.45,24,0.63,6,1680,686,2025-08-15,0.21487,0.15138,0.03289,-0.12376,0.07787,0.00685
IBM250822P00247500,IBM,2025-08-22,247.5,put,8.7,8.22,7.5,110,8.95,151,6,75,2025-08-15,0.23438,-0.82695,0.03289,-0.11775,0.08497,-0.03961
IBM250822C00250000,IBM,2025-08-22,250.0,call,0.34,0.35,0.34,25,0.36,6,1052,732,2025-08-15,0.23438,0.10532,0.02342,-0.10423,0.0605,0.00477
IBM250822P00250000,IBM,2025-08-22,250.0,put,10.34,10.52,10.35,34,10.7,16,51,982,2025-08-15,0.23438,-0.89468,0.02342,-0.0746,0.0605,-0.04314
IBM250822C00252500,IBM,2025-08-22,252.5,call,0.23,0.17,0.1,12,0.23,6,140,142,2025-08-15,0.23438,0.05957,0.01522,-0.06751,0.03933,0.0027
IBM250822P00252500,IBM,2025-08-22,252.5,put,12.74,12.12,11.15,156,13.1,69,212,220,2025-08-15,0.01976,-1.0,0.0,0.02993,0.0,-0.04838
IBM250822C00255000,IBM,2025-08-22,255.0,call,0.15,0.11,0.05,31,0.18,1,202,602,2025-08-15,0.23438,0.03131,0.00906,-0.04006,0.0234,0.00142
IBM250822P00255000,IBM,2025-08-22,255.0,put,0.0,15.3,14.8,9,15.8,20,0,26,2025-08-15,0.27341,-0.94421,0.01239,-0.04427,0.03735,-0.04634
IBM250822C00257500,IBM,2025-08-22,257.5,call,0.12,0.07,0.01,50,0.13,5,71,164,2025-08-15,0.2539,0.02309,0.00649,-0.03357,0.01815,0.00105
IBM250822P00257500,IBM,2025-08-22,257.5,put,0.0,17.73,17.25,13,18.2,11,0,1,2025-08-15,0.29292,-0.95756,0.0093,-0.03347,0.03002,-0.04742
IBM250822C00260000,IBM,2025-08-22,260.0,call,0.08,0.01,0.0,0,0.18,36,31,480,2025-08-15,0.21487,0.00361,0.00152,-0.00561,0.00359,0.00016
IBM250822P00260000,IBM,2025-08-22,260.0,put,19.39,20.27,19.8,11,20.75,22,10,12,2025-08-15,0.33194,-0.95779,0.00817,-0.04122,0.02988,-0.04792
IBM250822C00262500,IBM,2025-08-22,262.5,call,0.25,0.01,0.0,0,0.1,4,6,88,2025-08-15,0.23438,0.00294,0.00115,-0.00507,0.00298,0.00013
IBM250822P00262500,IBM,2025-08-22,262.5,put,0.0,22.75,22.2,11,23.3,20,0,0,2025-08-15,0.37097,-0.95775,0.00731,-0.0493,0.0299,-0.0484
IBM250822C00265000,IBM,2025-08-22,265.0,call,0.09,0.09,0.03,1,0.14,11,26,379,2025-08-15,0.35146,0.02177,0.00446,-0.04396,0.01727,0.00098
IBM250822P00265000,IBM,2025-08-22,265.0,put,0.0,25.25,24.8,11,25.7,22,0,0,2025-08-15,0.39048,-0.96498,0.00596,-0.04114,0.02566,-0.0492
IBM250822C00267500,IBM,2025-08-22,267.5,call,0.12,0.01,0.0,0,0.2,35,0,14,2025-08-15,0.29292,0.00388,0.00119,-0.00812,0.00383,0.00018
IBM250822P00267500,IBM,2025-08-22,267.5,put,0.0,27.73,27.2,11,28.25,19,0,0,2025-08-15,0.40999,-0.9705,0.00493,-0.03435,0.02228,-0.04993
IBM250822C00270000,IBM,2025-08-22,270.0,call,0.01,0.04,0.01,10,0.07,1,2,1307,2025-08-15,0.37097,0.0115,0.00244,-0.02679,0.00999,0.00052
IBM250822P00270000,IBM,2025-08-22,270.0,put,0.0,30.3,29.9,11,30.7,16,0,1,2025-08-15,0.46853,-0.96312,0.00519,-0.05863,0.02678,-0.05009
IBM250822C00272500,IBM,2025-08-22,272.5,call,0.1,0.01,0.0,0,0.25,53,1,1,2025-08-15,0.33194,0.00301,0.00083,-0.0073,0.00304,0.00014
IBM250822P00272500,IBM,2025-08-22,272.5,put,0.0,32.75,32.25,11,33.25,14,0,0,2025-08-15,0.48804,-0.96786,0.00445,-0.05195,0.02391,-0.05078
IBM250822C00275000,IBM,2025-08-22,275.0,call,0.03,0.01,0.0,0,0.05,7,5,344,2025-08-15,0.35146,0.00272,0.00072,-0.00706,0.00278,0.00012
IBM250822P00275000,IBM,2025-08-22,275.0,put,0.0,35.2,34.85,11,35.55,14,0,0,2025-08-15,0.48804,-0.97645,0.00343,-0.03238,0.01845,-0.05164
IBM250822C00277500,IBM,2025-08-22,277.5,call,0.17,0.01,0.0,0,0.65,100,0,1,2025-08-15,0.37097,0.0025,0.00063,-0.0069,0.00258,0.00011
IBM250822P00277500,IBM,2025-08-22,277.5,put,0.0,37.73,37.2,26,38.25,18,0,0,2025-08-15,0.52706,-0.97484,0.00336,-0.04125,0.01951,-0.05205
IBM250822C00280000,IBM,2025-08-22,280.0,call,0.02,0.01,0.0,0,0.02,10,13,350,2025-08-15,0.39048,0.00233,0.00056,-0.0068,0.00242,0.00011
IBM250822P00280000,IBM,2025-08-22,280.0,put,40.13,40.3,39.9,16,40.7,24,1,5,2025-08-15,0.5856,-0.96887,0.00361,-0.06509,0.02329,-0.05227
IBM250822C00285000,IBM,2025-08-22,285.0,call,0.04,0.01,0.0,0,0.07,7,0,143,2025-08-15,0.4295,0.00208,0.00046,-0.00676,0.00218,9e-05
IBM250822P00285000,IBM,2025-08-22,285.0,put,45.15,45.35,44.95,11,45.75,31,1,0,2025-08-15,0.66364,-0.96619,0.00341,-0.08532,0.02493,-0.05311
IBM250822C00290000,IBM,2025-08-22,290.0,call,0.01,0.01,0.0,0,0.21,31,0,95,2025-08-15,0.46853,0.00193,0.00039,-0.00687,0.00204,9e-05
IBM250822P00290000,IBM,2025-08-22,290.0,put,0.0,50.2,49.7,10,50.7,24,0,0,2025-08-15,0.66364,-0.97814,0.00237,-0.04837,0.01733,-0.0546
IBM250822C00295000,IBM,2025-08-22,295.0,call,0.04,0.01,0.0,0,0.32,70,0,53,2025-08-15,0.50755,0.00183,0.00035,-0.00711,0.00195,8e-05
IBM250822P00295000,IBM,2025-08-22,295.0,put,0.0,55.2,54.7,11,55.7,24,0,0,2025-08-15,0.70267,-0.98102,0.00199,-0.04273,0.01538,-0.05569
IBM250822C00300000,IBM,2025-08-22,300.0,call,0.02,0.01,0.0,0,0.05,1,0,136,2025-08-15,0.54657,0.00178,0.00031,-0.00744,0.00189,8e-05
IBM250822P00300000,IBM,2025-08-22,300.0,put,0.0,60.2,59.7,13,60.7,18,0,0,2025-08-15,0.7612,-0.98065,0.00186,-0.04996,0.01563,-0.05663
IBM250822C00305000,IBM,2025-08-22,305.0,call,0.12,0.01,0.0,0,0.05,8,0,13,2025-08-15,0.5856,0.00176,0.00029,-0.00787,0.00187,8e-05
IBM250822P00305000,IBM,2025-08-22,305.0,put,0.0,65.22,64.7,10,65.75,15,0,0,2025-08-15,0.81974,-0.98018,0.00177,-0.05779,0.01595,-0.05757
IBM250822C00310000,IBM,2025-08-22,310.0,call,0.01,0.01,0.0,0,0.04,7,1,43,2025-08-15,0.62462,0.00175,0.00027,-0.00838,0.00187,8e-05
IBM250822P00310000,IBM,2025-08-22,310.0,put,0.0,70.25,69.75,11,70.75,14,0,0,2025-08-15,0.89778,-0.9772,0.00181,-0.07903,0.01796,-0.0584
IBM250822C00315000,IBM,2025-08-22,315.0,call,0.13,0.01,0.0,0,0.04,9,0,11,2025-08-15,0.66364,0.00177,0.00026,-0.00898,0.00188,8e-05
IBM250822P00315000,IBM,2025-08-22,315.0,put,0.0,75.22,74.7,11,75.75,14,0,0,2025-08-15,0.91729,-0.98123,0.00151,-0.06297,0.01523,-0.05954
IBM250822C00320000,IBM,2025-08-22,320.0,call,0.01,0.01,0.0,0,0.04,10,1,12,2025-08-15,0.68315,0.00136,0.0002,-0.00728,0.00148,6e-05
IBM250822P00320000,IBM,2025-08-22,320.0,put,0.0,80.15,79.7,14,80.6,12,0,0,2025-08-15,0.91729,-0.98623,0.00116,-0.03897,0.01168,-0.06071
IBM250822C00325000,IBM,2025-08-22,325.0,call,0.04,0.01,0.0,0,0.16,26,0,11,2025-08-15,0.72218,0.00142,0.00019,-0.00798,0.00154,6e-05
IBM250822P00325000,IBM,2025-08-22,325.0,put,0.0,85.22,84.7,28,85.75,19,0,0,2025-08-15,1.01485,-0.98166,0.00133,-0.0702,0.01493,-0.06148
IBM250822C00330000,IBM,2025-08-22,330.0,call,0.01,0.01,0.0,0,0.04,10,1,54,2025-08-15,0.7612,0.00148,0.00019,-0.00875,0.0016,7e-05
IBM250822P00330000,IBM,2025-08-22,330.0,put,0.0,90.33,89.9,11,90.75,12,0,0,2025-08-15,1.13192,-0.97473,0.00157,-0.11987,0.01958,-0.06214
IBM250822C00335000,IBM,2025-08-22,335.0,call,0.23,0.01,0.0,0,0.45,89,0,45,2025-08-15,0.80022,0.00155,0.00019,-0.0096,0.00167,7e-05
IBM250822P00335000,IBM,2025-08-22,335.0,put,0.0,95.22,94.85,12,95.6,12,0,0,2025-08-15,1.0929,-0.98341,0.00114,-0.06772,0.0137,-0.06347
IBM250822C00340000,IBM,2025-08-22,340.0,call,0.0,0.01,0.0,0,1.08,136,0,0,2025-08-15,0.81974,0.00129,0.00016,-0.00828,0.00141,6e-05
IBM250822P00340000,IBM,2025-08-22,340.0,put,0.0,100.22,99.7,26,100.75,24,0,0,2025-08-15,1.15144,-0.98243,0.00113,-0.07858,0.0144,-0.06439
IBM250822C00345000,IBM,2025-08-22,345.0,call,1.08,0.01,0.0,0,0.49,166,1,1,2025-08-15,0.85876,0.00137,0.00016,-0.0092,0.00149,6e-05
IBM250822P00345000,IBM,2025-08-22,345.0,put,0.0,105.2,104.7,26,105.7,25,0,0,2025-08-15,1.17095,-0.98457,0.001,-0.06724,0.01288,-0.06544
IBM250822C00350000,IBM,2025-08-22,350.0,call,0.2,0.01,0.0,0,1.06,146,0,1,2025-08-15,0.87827,0.00117,0.00013,-0.00811,0.00129,5e-05
IBM250822P00350000,IBM,2025-08-22,350.0,put,0.0,110.33,109.9,12,110.75,20,0,0,2025-08-15,1.30753,-0.97698,0.00126,-0.12821,0.0181,-0.06608
IBM250822C00355000,IBM,2025-08-22,355.0,call,0.0,0.01,0.0,0,1.06,102,0,0,2025-08-15,0.91729,0.00126,0.00014,-0.00909,0.00138,6e-05
IBM250822P00355000,IBM,2025-08-22,355.0,put,0.0,115.2,114.65,32,115.75,25,0,0,2025-08-15,1.24899,-0.98533,0.0009,-0.06838,0.01234,-0.06739
IBM250822C00360000,IBM,2025-08-22,360.0,call,0.0,0.01,0.0,0,1.05,109,0,0,2025-08-15,0.93681,0.0011,0.00012,-0.00816,0.00122,5e-05
IBM250822P00360000,IBM,2025-08-22,360.0,put,0.0,119.88,119.05,71,120.7,19,0,0,2025-08-15,0.01976,-1.0,0.0,0.04267,0.0,-0.06898
IBM250822C00365000,IBM,2025-08-22,365.0,call,0.0,0.01,0.0,0,1.04,117,0,0,2025-08-15,0.97583,0.00119,0.00012,-0.00919,0.00131,5e-05
IBM250822P00365000,IBM,2025-08-22,365.0,put,0.0,124.92,124.1,84,125.75,19,0,0,2025-08-15,0.01976,-1.0,0.0,0.04326,0.0,-0.06994
IBM250822C00370000,IBM,2025-08-22,370.0,call,0.0,0.01,0.0,0,1.04,110,0,0,2025-08-15,0.99534,0.00106,0.00011,-0.00839,0.00118,5e-05
IBM250822P00370000,IBM,2025-08-22,370.0,put,0.0,130.25,129.85,9,130.65,15,0,0,2025-08-15,1.4246,-0.98201,0.00094,-0.10609,0.01469,-0.07013
IBM250822C00375000,IBM,2025-08-22,375.0,call,0.0,0.01,0.0,0,1.04,104,0,0,2025-08-15,1.03437,0.00116,0.00011,-0.00948,0.00128,5e-05
IBM250822P00375000,IBM,2025-08-22,375.0,put,0.0,135.18,134.7,26,135.65,14,0,0,2025-08-15,1.40509,-0.98603,0.00076,-0.07464,0.01183,-0.07126
IBM250822C00380000,IBM,2025-08-22,380.0,call,0.01,0.01,0.0,0,1.03,120,0,8,2025-08-15,1.05388,0.00104,0.0001,-0.00877,0.00116,5e-05
IBM250822P00380000,IBM,2025-08-22,380.0,put,0.0,140.22,139.7,11,140.75,20,0,0,2025-08-15,1.46362,-0.9849,0.00078,-0.08754,0.01264,-0.07217
IBM250829C00150000,IBM,2025-08-29,150.0,call,0.0,90.32,89.55,11,91.1,68,0,0,2025-08-15,1.19046,0.9836,0.00073,-0.09885,0.01919,0.05579
IBM250829P00150000,IBM,2025-08-29,150.0,put,0.0,0.01,0.0,0,0.43,108,0,2,2025-08-15,0.80022,-0.00103,9e-05,-0.00463,0.00163,-0.0001
IBM250829C00155000,IBM,2025-08-29,155.0,call,0.0,84.92,83.6,91,86.25,75,0,0,2025-08-15,0.01976,1.0,0.0,-0.01836,0.0,0.05935
IBM250829P00155000,IBM,2025-08-29,155.0,put,0.0,0.01,0.0,0,0.64,110,0,0,2025-08-15,0.74169,-0.00101,0.0001,-0.00421,0.0016,-0.0001
IBM250829C00160000,IBM,2025-08-29,160.0,call,0.0,80.0,78.6,92,81.4,84,0,0,2025-08-15,0.72218,0.99836,0.00016,-0.0253,0.00248,0.06111
IBM250829P00160000,IBM,2025-08-29,160.0,put,0.0,0.01,0.0,0,0.44,105,0,0,2025-08-15,0.68315,-0.00096,0.0001,-0.0037,0.00153,-9e-05
IBM250829C00165000,IBM,2025-08-29,165.0,call,0.0,75.45,74.7,7,76.2,68,0,0,2025-08-15,1.01485,0.97654,0.00116,-0.1131,0.02601,0.06085
IBM250829P00165000,IBM,2025-08-29,165.0,put,0.0,0.01,0.0,0,0.65,109,0,0,2025-08-15,0.64413,-0.00119,0.00013,-0.00424,0.00186,-0.00011
IBM250829C00170000,IBM,2025-08-29,170.0,call,0.0,70.55,69.6,14,71.5,86,0,0,2025-08-15,0.97583,0.97145,0.00143,-0.12611,0.03066,0.06227
IBM250829P00170000,IBM,2025-08-29,170.0,put,0.0,0.01,0.0,0,0.66,113,0,0,2025-08-15,0.5856,-0.00108,0.00013,-0.0035,0.00169,-0.0001
IBM250829C00175000,IBM,2025-08-29,175.0,call,0.0,65.12,64.6,11,65.65,18,0,0,2025-08-15,0.70267,0.99105,0.00073,-0.04896,0.01136,0.06615
IBM250829P00175000,IBM,2025-08-29,175.0,put,0.0,0.01,0.0,0,1.27,119,0,0,2025-08-15,0.54657,-0.00131,0.00017,-0.00392,0.00203,-0.00012
IBM250829C00180000,IBM,2025-08-29,180.0,call,0.0,60.05,58.7,87,61.4,76,0,0,2025-08-15,0.56608,0.99603,0.00044,-0.03237,0.00552,0.06855
IBM250829P00180000,IBM,2025-08-29,180.0,put,0.0,0.01,0.0,0,0.5,107,0,0,2025-08-15,0.50755,-0.0016,0.00022,-0.00435,0.00242,-0.00015
IBM250829C00185000,IBM,2025-08-29,185.0,call,0.0,55.5,54.65,7,56.35,76,0,0,2025-08-15,0.74169,0.96911,0.002,-0.10767,0.03273,0.06783
IBM250829P00185000,IBM,2025-08-29,185.0,put,0.0,0.01,0.0,0,0.68,109,0,0,2025-08-15,0.44901,-0.00131,0.0002,-0.00321,0.00202,-0.00012
IBM250829C00190000,IBM,2025-08-29,190.0,call,0.0,49.83,48.65,90,51.0,58,0,0,2025-08-15,0.01976,1.0,0.0,-0.0225,0.0,0.07276
IBM250829P00190000,IBM,2025-08-29,190.0,put,0.0,0.01,0.0,0,0.09,1,0,3,2025-08-15,0.40999,-0.00156,0.00026,-0.00343,0.00237,-0.00015
IBM250829C00195000,IBM,2025-08-29,195.0,call,0.0,45.17,44.7,12,45.65,13,0,0,2025-08-15,0.50755,0.98397,0.00168,-0.05675,0.01883,0.07314
IBM250829P00195000,IBM,2025-08-29,195.0,put,0.0,0.01,0.0,0,0.11,1,0,0,2025-08-15,0.37097,-0.00186,0.00034,-0.00364,0.00279,-0.00017
IBM250829C00200000,IBM,2025-08-29,200.0,call,51.8,40.35,39.95,10,40.75,10,0,10,2025-08-15,0.50755,0.97054,0.00281,-0.07985,0.03146,0.07377
IBM250829P00200000,IBM,2025-08-29,200.0,put,0.05,0.01,0.0,0,0.13,89,1,8,2025-08-15,0.33194,-0.00222,0.00045,-0.00382,0.00328,-0.00021
IBM250829C00205000,IBM,2025-08-29,205.0,call,46.75,35.15,34.75,12,35.55,21,0,5,2025-08-15,0.37097,0.98654,0.00198,-0.04534,0.01619,0.07723
IBM250829P00205000,IBM,2025-08-29,205.0,put,0.0,0.01,0.0,0,1.3,151,0,1,2025-08-15,0.29292,-0.00268,0.0006,-0.00398,0.00388,-0.00025
IBM250829C00210000,IBM,2025-08-29,210.0,call,25.2,30.27,29.75,17,30.8,13,0,3,2025-08-15,0.37097,0.97002,0.0039,-0.0663,0.03193,0.07758
IBM250829P00210000,IBM,2025-08-29,210.0,put,0.1,0.01,0.0,0,0.3,185,30,24,2025-08-15,0.2539,-0.00326,0.00083,-0.00411,0.00463,-0.0003
IBM250829C00215000,IBM,2025-08-29,215.0,call,20.48,25.43,25.0,20,25.85,17,0,3,2025-08-15,0.35146,0.94947,0.0063,-0.08528,0.04883,0.07755
IBM250829P00215000,IBM,2025-08-29,215.0,put,0.18,0.21,0.01,132,0.41,233,18,92,2025-08-15,0.31243,-0.03315,0.00504,-0.03775,0.03469,-0.00312
IBM250829C00217500,IBM,2025-08-29,217.5,call,0.0,23.02,22.6,13,23.45,15,0,0,2025-08-15,0.33194,0.93995,0.00765,-0.09035,0.05597,0.07761
IBM250829P00217500,IBM,2025-08-29,217.5,put,0.0,0.27,0.01,143,0.53,148,0,0,2025-08-15,0.31243,-0.04973,0.007,-0.05235,0.04821,-0.00469
IBM250829C00220000,IBM,2025-08-29,220.0,call,20.46,20.65,19.5,52,21.8,81,2,14,2025-08-15,0.33194,0.91598,0.0099,-0.10945,0.07242,0.07628
IBM250829P00220000,IBM,2025-08-29,220.0,put,0.4,0.18,0.02,202,0.33,190,108,36,2025-08-15,0.2539,-0.03716,0.00681,-0.03347,0.0381,-0.00349
IBM250829C00222500,IBM,2025-08-29,222.5,call,17.0,18.1,17.6,17,18.6,17,0,2,2025-08-15,0.29292,0.91262,0.01155,-0.10182,0.07458,0.07695
IBM250829P00222500,IBM,2025-08-29,222.5,put,0.39,0.47,0.34,75,0.61,187,2,14,2025-08-15,0.27341,-0.07354,0.01086,-0.06178,0.06547,-0.00693
IBM250829C00225000,IBM,2025-08-29,225.0,call,16.0,16.02,14.6,63,17.45,106,1,1,2025-08-15,0.29292,0.87744,0.01476,-0.12278,0.09532,0.07456
IBM250829P00225000,IBM,2025-08-29,225.0,put,0.51,0.53,0.5,101,0.56,45,722,172,2025-08-15,0.2539,-0.09132,0.01377,-0.06722,0.07707,-0.00859
IBM250829C00227500,IBM,2025-08-29,227.5,call,0.0,13.02,12.45,138,13.6,31,0,0,2025-08-15,0.21487,0.90385,0.0169,-0.08559,0.08006,0.0781
IBM250829P00227500,IBM,2025-08-29,227.5,put,0.81,0.72,0.65,212,0.78,15,210,43,2025-08-15,0.23438,-0.11528,0.01767,-0.07306,0.09128,-0.01084
IBM250829C00230000,IBM,2025-08-29,230.0,call,11.45,11.25,11.1,50,11.4,62,2,12,2025-08-15,0.2539,0.81345,0.02251,-0.13601,0.12597,0.07044
IBM250829P00230000,IBM,2025-08-29,230.0,put,1.05,1.06,1.01,206,1.12,57,46,164,2025-08-15,0.23438,-0.16831,0.02285,-0.09391,0.11805,-0.01586
IBM250829C00232500,IBM,2025-08-29,232.5,call,9.4,9.2,9.0,69,9.4,110,23,30,2025-08-15,0.23438,0.76588,0.02787,-0.14121,0.14397,0.06691
IBM250829P00232500,IBM,2025-08-29,232.5,put,1.5,1.51,1.46,134,1.56,58,327,43,2025-08-15,0.23438,-0.23412,0.02787,-0.11368,0.14397,-0.02212
IBM250829C00235000,IBM,2025-08-29,235.0,call,7.55,7.3,7.15,101,7.45,78,38,106,2025-08-15,0.23438,0.68876,0.03212,-0.1576,0.16592,0.0605
